ID=0, Sequence=501, X=-1.3148438178342E7, Y=3986007.33707501
ID=215, Sequence=43468, X=-1.31585887347006E7, Y=3975893.27325922
ID=210, Sequence=43473, X=-1.31791978223884E7, Y=3998741.79917485
ID=205, Sequence=43478, X=-1.3184333980513E7, Y=4039729.8602295
ID=204, Sequence=43479, X=-1.31610733232557E7, Y=3997403.21852966
ID=203, Sequence=43480, X=-1.31623114889574E7, Y=3995298.76165113
ID=198, Sequence=43485, X=-1.31668668402809E7, Y=3995403.65224011
ID=469, Sequence=43491, X=-1.3181214902315E7, Y=4035816.85739465
ID=163, Sequence=43520, X=-1.31512357428895E7, Y=3994629.94840586
ID=464, Sequence=43523, X=-1.31239491814642E7, Y=4014825.60927673
ID=154, Sequence=43529, X=-1.31605043197242E7, Y=4011206.26931494
ID=148, Sequence=43535, X=-1.31408810022295E7, Y=3989930.60504708
ID=147, Sequence=43536, X=-1.31820188960735E7, Y=4036825.3672969
ID=142, Sequence=43541, X=-1.31636190445976E7, Y=4011186.16786811
ID=140, Sequence=43543, X=-1.31708545325463E7, Y=3999562.44870366
ID=125, Sequence=43558, X=-1.31605796571912E7, Y=3983304.80361005
ID=124, Sequence=43559, X=-1.31664254824994E7, Y=4017281.56132161
ID=123, Sequence=43560, X=-1.31826776593028E7, Y=4037651.77141575
ID=116, Sequence=43567, X=-1.31769419185832E7, Y=3994980.38663345
ID=115, Sequence=43568, X=-1.31794116584526E7, Y=4033555.24350433
ID=114, Sequence=43569, X=-1.31640443843297E7, Y=4012510.4738407
ID=461, Sequence=43570, X=-1.31571866902171E7, Y=3995742.92966614
ID=106, Sequence=43577, X=-1.318334293675E7, Y=4033726.05339047
ID=105, Sequence=43578, X=-1.31619599649195E7, Y=4003867.0677228
ID=103, Sequence=43580, X=-1.31487611793742E7, Y=3990630.05905533
ID=100, Sequence=43583, X=-1.31614122288601E7, Y=3999873.4907611
ID=99, Sequence=43584, X=-1.31666752127051E7, Y=3998152.70946728
ID=98, Sequence=43585, X=-1.31615846518303E7, Y=4001130.48434094
ID=96, Sequence=43587, X=-1.31806712796266E7, Y=4027759.5427061
ID=95, Sequence=43588, X=-1.31640379059343E7, Y=4010426.11889171
ID=91, Sequence=43592, X=-1.31611863079666E7, Y=3998226.70031401
ID=89, Sequence=43594, X=-1.31660941978251E7, Y=3979261.89625488
ID=84, Sequence=43599, X=-1.31666781245118E7, Y=3999957.52329332
ID=81, Sequence=43602, X=-1.31624808127763E7, Y=4012417.80051596
ID=431, Sequence=43604, X=-1.31851983214715E7, Y=4040814.45144926
ID=77, Sequence=43606, X=-1.31759111899383E7, Y=3993741.14006015
ID=458, Sequence=43607, X=-1.31621403583147E7, Y=4005182.6372415
ID=74, Sequence=43609, X=-1.31612200715627E7, Y=3975812.83997883
ID=68, Sequence=43615, X=-1.31477192192623E7, Y=3976454.32064846
ID=62, Sequence=43621, X=-1.31388799177633E7, Y=3985288.71235397
ID=61, Sequence=43622, X=-1.31620687964114E7, Y=4004660.73354598
ID=55, Sequence=43628, X=-1.3164329082499E7, Y=3993735.37659974
ID=50, Sequence=43633, X=-1.31673071670703E7, Y=3997632.82977802
ID=49, Sequence=43634, X=-1.3182365759162E7, Y=4031543.39079595
ID=43, Sequence=43640, X=-1.31666751369425E7, Y=3998127.55969944
ID=36, Sequence=43647, X=-1.31613492550535E7, Y=3980812.69256225
ID=35, Sequence=43648, X=-1.31603841859437E7, Y=3992175.16054886
ID=455, Sequence=43651, X=-1.31614867543536E7, Y=3980363.95975235
ID=24, Sequence=43659, X=-1.31723243035838E7, Y=3989152.03964748
ID=488, Sequence=43671, X=-1.31663911094225E7, Y=3993744.68505776
ID=9, Sequence=43674, X=-1.31612200143612E7, Y=3998472.3788573
ID=8, Sequence=43675, X=-1.31614840470005E7, Y=4000397.04050069
ID=5, Sequence=43678, X=-1.31607619153615E7, Y=3991995.45673968
ID=4, Sequence=43679, X=-1.31666795305057E7, Y=4001038.72028479
ID=421, Sequence=43925, X=-1.31827861310583E7, Y=4037787.85272708
ID=420, Sequence=43926, X=-1.3183354467056E7, Y=4038500.87562135
ID=419, Sequence=43927, X=-1.31513095605646E7, Y=3994653.0462472
ID=402, Sequence=43944, X=-1.31518123662187E7, Y=3994810.3773762
ID=401, Sequence=43945, X=-1.31666695112941E7, Y=3996260.25341389
ID=392, Sequence=43954, X=-1.31746641883754E7, Y=3996584.29790123
ID=383, Sequence=43963, X=-1.31400687823669E7, Y=3974651.11659702
ID=376, Sequence=43970, X=-1.31634290104265E7, Y=4011475.8390466
ID=372, Sequence=43974, X=-1.31810884665597E7, Y=4028691.02102108
ID=369, Sequence=43977, X=-1.31617896097019E7, Y=4002624.84563559
ID=360, Sequence=43986, X=-1.31567939663686E7, Y=3991234.37797337
ID=356, Sequence=43990, X=-1.31623092015087E7, Y=4006414.11308071
ID=344, Sequence=44002, X=-1.31666433784615E7, Y=4000896.56993389
ID=341, Sequence=44005, X=-1.31617210984248E7, Y=3994243.04616003
ID=339, Sequence=44007, X=-1.31707105010398E7, Y=3999562.97387308
ID=481, Sequence=44017, X=-1.31602080802664E7, Y=3984548.75170899
ID=328, Sequence=44018, X=-1.31899258049545E7, Y=4046748.45021456
ID=323, Sequence=44023, X=-1.3166679632275E7, Y=4001116.98394849
ID=322, Sequence=44024, X=-1.31486690724101E7, Y=3980468.70259813
ID=319, Sequence=44027, X=-1.31599429935735E7, Y=3988807.62061332
ID=315, Sequence=44031, X=-1.3182220428921E7, Y=4031218.8117683
ID=311, Sequence=44035, X=-1.31678636997389E7, Y=4019082.7065704
ID=309, Sequence=44037, X=-1.31604452670298E7, Y=3992644.34754628
ID=300, Sequence=44046, X=-1.31672823038134E7, Y=3988042.70977666
ID=298, Sequence=44048, X=-1.31776214395192E7, Y=4031310.41749875
ID=297, Sequence=44049, X=-1.31666828180266E7, Y=4003567.20036328
ID=453, Sequence=44051, X=-1.31619334914622E7, Y=4003674.01554074
ID=284, Sequence=44062, X=-1.31666731596129E7, Y=3997471.19473325
ID=282, Sequence=44064, X=-1.31616444727017E7, Y=4009850.67406239
ID=280, Sequence=44066, X=-1.31833016921582E7, Y=4038434.66338215
ID=278, Sequence=44068, X=-1.31811054134473E7, Y=4035679.52430055
ID=451, Sequence=44070, X=-1.31827769960629E7, Y=4037776.39251716
ID=273, Sequence=44073, X=-1.31836274223829E7, Y=4038843.33604361
ID=268, Sequence=44078, X=-1.31603003110435E7, Y=3984239.97298255
ID=264, Sequence=44082, X=-1.31618433904893E7, Y=4003016.99774965
ID=258, Sequence=44088, X=-1.31623154220116E7, Y=4008641.36718397
ID=450, Sequence=44095, X=-1.31623124699655E7, Y=3994786.90193023
ID=473, Sequence=44100, X=-1.31622847673087E7, Y=4009441.06567733
ID=244, Sequence=44102, X=-1.31861851412865E7, Y=4042052.86016375
ID=238, Sequence=44108, X=-1.31865453631248E7, Y=4042504.95446925
ID=236, Sequence=44110, X=-1.31718327544103E7, Y=3995688.65188452
ID=471, Sequence=44118, X=-1.31850182331322E7, Y=4037469.05296559
ID=226, Sequence=44120, X=-1.31606627742268E7, Y=3983026.56697771
ID=222, Sequence=44124, X=-1.31654656148329E7, Y=4011216.5846436
ID=215, Sequence=44131, X=-1.31596878800581E7, Y=3975893.27325922
ID=210, Sequence=44136, X=-1.31790688053195E7, Y=3998703.72093877
ID=205, Sequence=44141, X=-1.31837390089183E7, Y=4038983.33989414
ID=204, Sequence=44142, X=-1.31609526389729E7, Y=3996523.685392
ID=203, Sequence=44143, X=-1.31623110645774E7, Y=3995520.19718923
ID=198, Sequence=44148, X=-1.31666685294006E7, Y=3995934.36790353
ID=469, Sequence=44154, X=-1.31806199307204E7, Y=4035070.59827783
ID=163, Sequence=44183, X=-1.31517480458649E7, Y=3994790.25100056
ID=464, Sequence=44186, X=-1.31261431546182E7, Y=4014714.44542318
ID=154, Sequence=44192, X=-1.31604940678046E7, Y=4011095.70551471
ID=147, Sequence=44199, X=-1.31814239244789E7, Y=4036079.04088266
ID=142, Sequence=44204, X=-1.3164132757931E7, Y=4010403.14635622
ID=140, Sequence=44206, X=-1.31686562643171E7, Y=3999570.46405848
ID=125, Sequence=44221, X=-1.31608410155311E7, Y=3982446.37490479
ID=124, Sequence=44222, X=-1.31670204540941E7, Y=4018026.63640934
ID=123, Sequence=44223, X=-1.31820826877082E7, Y=4036905.38984184
ID=116, Sequence=44230, X=-1.31767477403004E7, Y=3993738.96113225
ID=115, Sequence=44231, X=-1.3178816686858E7, Y=4032809.13523532
ID=114, Sequence=44232, X=-1.31642003604965E7, Y=4012327.89308523
ID=461, Sequence=44233, X=-1.31615743793274E7, Y=3995544.80905358
ID=106, Sequence=44240, X=-1.31837166358273E7, Y=4034560.87502359
ID=105, Sequence=44241, X=-1.31618392806367E7, Y=4002987.02955109
ID=103, Sequence=44243, X=-1.31487467594876E7, Y=3990850.86690581
ID=100, Sequence=44246, X=-1.31615329131429E7, Y=4000753.28553228
ID=99, Sequence=44247, X=-1.31666769283036E7, Y=3999037.73146467
ID=98, Sequence=44248, X=-1.31614639675475E7, Y=4000250.6600959
ID=96, Sequence=44250, X=-1.31810449787039E7, Y=4028593.91945728
ID=95, Sequence=44251, X=-1.31643484655006E7, Y=4010060.25579232
ID=91, Sequence=44255, X=-1.31610656236838E7, Y=3997347.10288686
ID=89, Sequence=44257, X=-1.31682468437486E7, Y=3979559.44163154
ID=84, Sequence=44262, X=-1.31666769734293E7, Y=3999072.42822476
ID=81, Sequence=44265, X=-1.31621814308526E7, Y=4012083.95643001
ID=431, Sequence=44267, X=-1.31846033498768E7, Y=4040067.85866
ID=77, Sequence=44269, X=-1.31764607593412E7, Y=3993739.61117489
ID=458, Sequence=44270, X=-1.31620196740319E7, Y=4004302.4961695
ID=74, Sequence=44272, X=-1.31590278564036E7, Y=3975893.27325922
ID=68, Sequence=44278, X=-1.31477200638885E7, Y=3976233.25949231
ID=62, Sequence=44284, X=-1.3138874604321E7, Y=3981749.47381566
ID=61, Sequence=44285, X=-1.31619481121286E7, Y=4003780.6333004
ID=55, Sequence=44291, X=-1.31648786269775E7, Y=3993739.86237298
ID=50, Sequence=44296, X=-1.31667839162819E7, Y=3997178.01288982
ID=49, Sequence=44297, X=-1.31827394582395E7, Y=4032378.04959702
ID=43, Sequence=44303, X=-1.31666724709654E7, Y=3997242.61053936
ID=36, Sequence=44310, X=-1.31616143616785E7, Y=3979954.25685612
ID=35, Sequence=44311, X=-1.31602696606224E7, Y=3991295.50071192
ID=455, Sequence=44314, X=-1.31617539912019E7, Y=3979505.97186055
ID=24, Sequence=44322, X=-1.31724456545075E7, Y=3989100.15026226
ID=488, Sequence=44334, X=-1.31669406771884E7, Y=3993746.55737183
ID=9, Sequence=44337, X=-1.3161340698644E7, Y=3999352.06416599
ID=8, Sequence=44338, X=-1.31613633627177E7, Y=3999517.27356322
ID=5, Sequence=44341, X=-1.3160843546273E7, Y=3992202.50762064
ID=4, Sequence=44342, X=-1.31666783794232E7, Y=4000153.54022844
ID=421, Sequence=44586, X=-1.31821911594636E7, Y=4037041.46206899
ID=420, Sequence=44587, X=-1.31827594954615E7, Y=4037754.4373594
ID=419, Sequence=44588, X=-1.31518218635401E7, Y=3994813.3491704
ID=402, Sequence=44605, X=-1.31497639024775E7, Y=3994169.41362292
ID=401, Sequence=44606, X=-1.3166666845317E7, Y=3995375.45089764
ID=392, Sequence=44615, X=-1.31746049279751E7, Y=3996484.39834035
ID=376, Sequence=44631, X=-1.31628991266093E7, Y=4012251.65177315
ID=372, Sequence=44635, X=-1.31814621656371E7, Y=4029525.46717751
ID=369, Sequence=44638, X=-1.31616689254191E7, Y=4001744.90459231
ID=360, Sequence=44647, X=-1.31563586684982E7, Y=3994759.18833016
ID=356, Sequence=44651, X=-1.31621885172259E7, Y=4005533.87565164
ID=344, Sequence=44663, X=-1.31666653727605E7, Y=4000453.84622684
ID=341, Sequence=44666, X=-1.31617665388865E7, Y=3994347.52301119
ID=339, Sequence=44668, X=-1.31663181900308E7, Y=3999524.80133051
ID=481, Sequence=44678, X=-1.31599513781253E7, Y=3985408.20733264
ID=328, Sequence=44679, X=-1.31897092422357E7, Y=4046476.54893405
ID=323, Sequence=44684, X=-1.31666799203611E7, Y=4001338.53403997
ID=322, Sequence=44685, X=-1.31473234571477E7, Y=3979430.10793553
ID=319, Sequence=44688, X=-1.31598456289761E7, Y=3987717.83505673
ID=315, Sequence=44692, X=-1.31825941279984E7, Y=4032053.44636343
ID=311, Sequence=44696, X=-1.31681615117268E7, Y=4019455.70628452
ID=309, Sequence=44698, X=-1.31603307417086E7, Y=3991764.65111304
ID=300, Sequence=44707, X=-1.31673262924114E7, Y=3987158.288742
ID=298, Sequence=44709, X=-1.31770264679246E7, Y=4030564.45886388
ID=297, Sequence=44710, X=-1.31666816669441E7, Y=4002681.82145451
ID=453, Sequence=44712, X=-1.3162054175745E7, Y=4004554.10744611
ID=284, Sequence=44723, X=-1.3166674494063E7, Y=3997914.15478112
ID=282, Sequence=44725, X=-1.31611275950438E7, Y=4009700.00704923
ID=280, Sequence=44727, X=-1.31827067205637E7, Y=4037688.22954116
ID=278, Sequence=44729, X=-1.3181700385042E7, Y=4036425.82405118
ID=451, Sequence=44731, X=-1.31821820244682E7, Y=4037030.00262411
ID=273, Sequence=44734, X=-1.31830324507882E7, Y=4038096.87491447
ID=268, Sequence=44739, X=-1.31600436089023E7, Y=3985099.40510615
ID=264, Sequence=44743, X=-1.31619640747721E7, Y=4003897.03826516
ID=258, Sequence=44749, X=-1.31623503180617E7, Y=4007749.55144358
ID=450, Sequence=44756, X=-1.31623120455856E7, Y=3995008.32741194
ID=473, Sequence=44761, X=-1.31623187080327E7, Y=4008555.64713466
ID=244, Sequence=44763, X=-1.31855901696918E7, Y=4041306.18461839
ID=238, Sequence=44769, X=-1.31859503915301E7, Y=4041758.24870579
ID=236, Sequence=44771, X=-1.31674361752143E7, Y=3995692.22351694
ID=471, Sequence=44779, X=-1.31853919322095E7, Y=4038304.15406626
ID=226, Sequence=44781, X=-1.31610647957204E7, Y=3981745.2922529
ID=222, Sequence=44785, X=-1.31657892814113E7, Y=4010891.35011421
ID=215, Sequence=44792, X=-1.31607841838337E7, Y=3975849.92800038
ID=210, Sequence=44797, X=-1.31789397882506E7, Y=3998665.64283142
ID=205, Sequence=44802, X=-1.31831440373237E7, Y=4038236.86941587
ID=204, Sequence=44803, X=-1.31608307619509E7, Y=3995626.63862625
ID=203, Sequence=44804, X=-1.31623106401975E7, Y=3995741.63707828
ID=198, Sequence=44809, X=-1.31666711953778E7, Y=3996819.2143082
ID=469, Sequence=44815, X=-1.31800249591257E7, Y=4034324.38894639
ID=163, Sequence=44844, X=-1.31522603488403E7, Y=3994950.55587512
ID=464, Sequence=44847, X=-1.31283363267598E7, Y=4014603.3232551
ID=154, Sequence=44853, X=-1.3160483815885E7, Y=4010985.1428024
ID=147, Sequence=44860, X=-1.31808289528842E7, Y=4035332.76427226
ID=142, Sequence=44865, X=-1.31646464712646E7, Y=4009620.17939927
ID=140, Sequence=44867, X=-1.31664609423656E7, Y=3999540.2504768
ID=125, Sequence=44882, X=-1.3161114484741E7, Y=3981589.50351268
ID=124, Sequence=44883, X=-1.31676154256887E7, Y=4018771.76097103
ID=123, Sequence=44884, X=-1.31814877161135E7, Y=4036159.05808691
ID=116, Sequence=44891, X=-1.31756432964749E7, Y=3993741.88533163
ID=115, Sequence=44892, X=-1.31782217152633E7, Y=4032063.0767103
ID=114, Sequence=44893, X=-1.31643563366632E7, Y=4012145.31529718
ID=461, Sequence=44894, X=-1.31659583724478E7, Y=3995675.86461085
ID=106, Sequence=44901, X=-1.31840903349048E7, Y=4035395.75896265
ID=105, Sequence=44902, X=-1.31617185963539E7, Y=4002107.0601924
ID=103, Sequence=44904, X=-1.31487421898687E7, Y=3991072.18476021
ID=100, Sequence=44907, X=-1.31616535974257E7, Y=4001633.14905978
ID=99, Sequence=44908, X=-1.31666780793862E7, Y=3999922.8238061
ID=98, Sequence=44909, X=-1.31613432832647E7, Y=3999370.90459444
ID=96, Sequence=44911, X=-1.31814186777812E7, Y=4029428.35837775
ID=95, Sequence=44912, X=-1.3164659025067E7, Y=4009694.40460293
ID=91, Sequence=44916, X=-1.3160944939401E7, Y=3996467.57412962
ID=89, Sequence=44918, X=-1.31703172623649E7, Y=3980152.06991076
ID=84, Sequence=44923, X=-1.31666753172187E7, Y=3998187.40341791
ID=81, Sequence=44926, X=-1.31621998690195E7, Y=4011640.68648448
ID=431, Sequence=44928, X=-1.31840083782822E7, Y=4039321.3157477
ID=77, Sequence=44930, X=-1.31770102875589E7, Y=3993742.71948653
ID=458, Sequence=44931, X=-1.31618989897491E7, Y=4003422.42394394
ID=74, Sequence=44933, X=-1.31571208887396E7, Y=3977372.85083859
ID=68, Sequence=44939, X=-1.31477209085145E7, Y=3976012.20265616
ID=62, Sequence=44945, X=-1.31388692908789E7, Y=3978211.34346591
ID=61, Sequence=44946, X=-1.31618274278458E7, Y=4002900.60188802
ID=55, Sequence=44952, X=-1.3165428181434E7, Y=3993742.98486965
ID=50, Sequence=44957, X=-1.31668029525863E7, Y=3996292.29834057
ID=49, Sequence=44958, X=-1.31831131573168E7, Y=4033212.77065403
ID=43, Sequence=44964, X=-1.31666698049883E7, Y=3996357.73088594
ID=36, Sequence=44971, X=-1.31618813058249E7, Y=3979097.23973514
ID=35, Sequence=44972, X=-1.31600756767096E7, Y=3989816.9929487
ID=455, Sequence=44975, X=-1.31620209353482E7, Y=3978648.98872114
ID=24, Sequence=44983, X=-1.31725670054312E7, Y=3989048.26111566
ID=488, Sequence=44995, X=-1.31674899869188E7, Y=3993744.02578745
ID=9, Sequence=44998, X=-1.31614613829268E7, Y=4000231.81819546
ID=8, Sequence=44999, X=-1.31612426784349E7, Y=3998637.57535071
ID=5, Sequence=45002, X=-1.31609304413432E7, Y=3992412.52227306
ID=4, Sequence=45003, X=-1.31666772283407E7, Y=3999268.42975382
ID=421, Sequence=45258, X=-1.31815961878691E7, Y=4036295.12123238
ID=420, Sequence=45259, X=-1.31821645238668E7, Y=4037008.048932
ID=419, Sequence=45260, X=-1.31523341665155E7, Y=3994973.65437347
ID=402, Sequence=45277, X=-1.31487198345837E7, Y=3992154.96863203
ID=401, Sequence=45278, X=-1.31666689708589E7, Y=3996080.88451329
ID=392, Sequence=45287, X=-1.31745456675748E7, Y=3996384.49966518
ID=376, Sequence=45303, X=-1.3162176893369E7, Y=4012193.59066383
ID=372, Sequence=45307, X=-1.31818358647144E7, Y=4030359.97552455
ID=369, Sequence=45310, X=-1.31615482411363E7, Y=4000865.03233054
ID=360, Sequence=45319, X=-1.31559233706278E7, Y=3998285.10130303
ID=356, Sequence=45323, X=-1.31620678329431E7, Y=4004653.70710031
ID=344, Sequence=45335, X=-1.31666873670595E7, Y=4000011.13992741
ID=341, Sequence=45338, X=-1.31618119793481E7, Y=3994452.00083069
ID=339, Sequence=45340, X=-1.31619607000658E7, Y=3999053.2290488
ID=481, Sequence=45350, X=-1.31598919658341E7, Y=3986289.50835122
ID=328, Sequence=45351, X=-1.3189114270641E7, Y=4045729.57754492
ID=323, Sequence=45356, X=-1.31666802084473E7, Y=4001560.08849176
ID=322, Sequence=45357, X=-1.31514986811006E7, Y=3979695.26662047
ID=319, Sequence=45360, X=-1.31600143733235E7, Y=3985197.28921612
ID=315, Sequence=45364, X=-1.31829678270757E7, Y=4032888.14320706
ID=311, Sequence=45368, X=-1.31684593237147E7, Y=4019828.71840081
ID=309, Sequence=45370, X=-1.31602160593344E7, Y=3990885.03662282
ID=300, Sequence=45379, X=-1.31673702810095E7, Y=3986273.93699671
ID=298, Sequence=45381, X=-1.31764314963299E7, Y=4029818.54993193
ID=297, Sequence=45382, X=-1.31666805158616E7, Y=4001796.51219243
ID=453, Sequence=45384, X=-1.31621748600278E7, Y=4005434.26820433
ID=284, Sequence=45395, X=-1.31666758285131E7, Y=3998357.1322481
ID=282, Sequence=45397, X=-1.31606107173859E7, Y=4009549.34205578
ID=280, Sequence=45399, X=-1.3182111748969E7, Y=4036941.8455335
ID=278, Sequence=45401, X=-1.31822953566367E7, Y=4037172.17361203
ID=451, Sequence=45403, X=-1.31815870528735E7, Y=4036283.66255234
ID=273, Sequence=45406, X=-1.31824374791937E7, Y=4037350.46362616
ID=268, Sequence=45411, X=-1.31599022787492E7, Y=3985971.63887447
ID=264, Sequence=45415, X=-1.31620847590549E7, Y=4004777.14761682
ID=258, Sequence=45421, X=-1.31623154768782E7, Y=4006459.88575615
ID=450, Sequence=45428, X=-1.31623116212056E7, Y=3995229.75724376
ID=473, Sequence=45433, X=-1.31623728763972E7, Y=4007146.50663738
ID=244, Sequence=45435, X=-1.31849951980972E7, Y=4040559.5589727
ID=238, Sequence=45441, X=-1.31853554199355E7, Y=4041011.59285028
ID=236, Sequence=45443, X=-1.31630516905721E7, Y=3995491.13208819
ID=471, Sequence=45451, X=-1.31857656312869E7, Y=4039139.31755871
ID=226, Sequence=45453, X=-1.31615248759789E7, Y=3980241.56286983
ID=222, Sequence=45457, X=-1.31659887920195E7, Y=4010489.12695065
ID=215, Sequence=45464, X=-1.31618772321589E7, Y=3975756.9249242
ID=210, Sequence=45469, X=-1.31788107711817E7, Y=3998627.56485281
ID=205, Sequence=45474, X=-1.3182549065729E7, Y=4037490.44878099
ID=204, Sequence=45475, X=-1.31606013019287E7, Y=3993865.58643918
ID=203, Sequence=45476, X=-1.31623102158175E7, Y=3995963.08131862
ID=198, Sequence=45481, X=-1.31666738613549E7, Y=3997704.13020865
ID=469, Sequence=45487, X=-1.31794299875312E7, Y=4033578.22938667
ID=163, Sequence=45516, X=-1.31527726518158E7, Y=3995110.86302966
ID=464, Sequence=45519, X=-1.31305294989014E7, Y=4014492.20218669
ID=154, Sequence=45525, X=-1.31604735639655E7, Y=4010874.58117796
ID=147, Sequence=45532, X=-1.31802339812896E7, Y=4034586.53745205
ID=142, Sequence=45537, X=-1.31651601845982E7, Y=4008837.26698152
ID=140, Sequence=45539, X=-1.31642821973831E7, Y=3999304.46154416
ID=125, Sequence=45554, X=-1.3161373164887E7, Y=3980729.78519341
ID=124, Sequence=45555, X=-1.31682103972833E7, Y=4019516.93502027
ID=123, Sequence=45556, X=-1.31808927445189E7, Y=4035412.77613731
ID=116, Sequence=45563, X=-1.31734458214471E7, Y=3993747.99864235
ID=115, Sequence=45564, X=-1.31776267436686E7, Y=4031317.0679156
ID=114, Sequence=45565, X=-1.316451231283E7, Y=4011962.74047634
ID=461, Sequence=45566, X=-1.31682703271739E7, Y=3995691.54587998
ID=106, Sequence=45573, X=-1.31844640339821E7, Y=4036230.70522679
ID=105, Sequence=45574, X=-1.3161597912071E7, Y=4001227.15962442
ID=103, Sequence=45576, X=-1.31487376202496E7, Y=3991293.50695721
ID=100, Sequence=45579, X=-1.31617742817085E7, Y=4002513.08136595
